"","text","cleaned_text","hashtag","tagged_account"
"1514","Just landed in West Virginia. Big crowd looking forward to seeing everyone soon! #MAGA","Just landed in West Virginia Big crowd looking forward to seeing everyone soon ","#MAGA",""
"1515","Join me tonight at the Charleston Civic Center in West Virginia at 7:00pmE! Tickets: https://t.co/OX8gGhdmg9","Join me tonight at the Charleston Civic Center in West Virginia at 700pmE Tickets ","",""
"1516","To the incredible people of the Great State of Wyoming: Go VOTE TODAY for Foster Friess - He will be a fantastic Governor! Strong on Crime Borders &amp; 2nd Amendment. Loves our Military &amp; our Vets. He has my complete and total Endorsement!","To the incredible people of the Great State of Wyoming Go VOTE TODAY for Foster Friess  He will be a fantastic Governor Strong on Crime Borders amp 2nd Amendment Loves our Military amp our Vets He has my complete and total Endorsement","",""
"1517","Bill DeBlasio the high taxing Mayor of NYC just stole my campaign slogan: PROMISES MADE  PROMISES KEPT! That’s not at all nice. No imagination! @foxandfriends","Bill DeBlasio the high taxing Mayor of NYC just stole my campaign slogan PROMISES MADE  PROMISES KEPT Thats not at all nice No imagination ","","@foxandfriends"
"1518","Big Rally tonight in West Virginia. Patrick Morrisey is running a GREAT race for U.S. Senate. I have done so much for West Virginia against all odds and having Patrick a real fighter by my side would make things so much easier. See you later. CLEAN COAL!!!!","Big Rally tonight in West Virginia Patrick Morrisey is running a GREAT race for US Senate I have done so much for West Virginia against all odds and having Patrick a real fighter by my side would make things so much easier See you later CLEAN COAL","",""
"1519","I am sorry to have to reiterate that there are serious and unpleasant consequences to crossing the Border into the United States ILLEGALLY! If there were no serious consequences our country would be overrun with people trying to get in and our system could not handle it!","I am sorry to have to reiterate that there are serious and unpleasant consequences to crossing the Border into the United States ILLEGALLY If there were no serious consequences our country would be overrun with people trying to get in and our system could not handle it","",""
"1520","Fake News of which there is soooo much (this time the very tired New Yorker) falsely reported that I was going to take the extraordinary step of denying Intelligence Briefings to President Obama. Never discussed or thought of!","Fake News of which there is soooo much this time the very tired New Yorker falsely reported that I was going to take the extraordinary step of denying Intelligence Briefings to President Obama Never discussed or thought of","",""
"1521","Even James Clapper has admonished John Brennan for having gone totally off the rails. Maybe Clapper is being nice to me so he doesn’t lose his Security Clearance for lying to Congress!","Even James Clapper has admonished John Brennan for having gone totally off the rails Maybe Clapper is being nice to me so he doesnt lose his Security Clearance for lying to Congress","",""
"1522","A Blue Wave means Crime and Open Borders. A Red Wave means Safety and Strength!","A Blue Wave means Crime and Open Borders A Red Wave means Safety and Strength","",""
"1523","I am hearing so many great things about the Republican Party’s California Gubernatorial Candidate John Cox. He is a very successful businessman who is tired of high Taxes &amp; Crime. He will Make California Great Again &amp;  make you proud of your Great State again. Total Endorsement!","I am hearing so many great things about the Republican Partys California Gubernatorial Candidate John Cox He is a very successful businessman who is tired of high Taxes amp Crime He will Make California Great Again amp  make you proud of your Great State again Total Endorsement","",""
"1524","Will be going to the Great State of West Virginia on Tuesday Night to campaign &amp; do a Rally Speech for a hard working and spectacular person A.G. Patrick Morrisey who is running for the U.S. Senate. Patrick has great Energy &amp; Stamina-I need his VOTE to MAGA. Total Endorsement!","Will be going to the Great State of West Virginia on Tuesday Night to campaign amp do a Rally Speech for a hard working and spectacular person AG Patrick Morrisey who is running for the US Senate Patrick has great Energy amp StaminaI need his VOTE to MAGA Total Endorsement","",""
"1525","Just watched former Intelligence Official Phillip Mudd become totally unglued and weird while debating wonderful @PARISDENNARD over Brennan’s Security Clearance. Dennard destroyed him but Mudd is in no mental condition to have such a Clearance. Should be REVOKED? @seanhannity","Just watched former Intelligence Official Phillip Mudd become totally unglued and weird while debating wonderful  over Brennans Security Clearance Dennard destroyed him but Mudd is in no mental condition to have such a Clearance Should be REVOKED ","","@PARISDENNARD, @seanhannity"
"1526",".@DianeHarkey is an extraordinary woman of great accomplishment &amp; potential. She is running as a very popular Republican for the Congressional seat of my friend Darrell Issa-with his complete support. Diane is strong on crime loves our Military &amp; Vets-has my total Endorsement!"," is an extraordinary woman of great accomplishment amp potential She is running as a very popular Republican for the Congressional seat of my friend Darrell Issawith his complete support Diane is strong on crime loves our Military amp Vetshas my total Endorsement","","@DianeHarkey"
"1527","https://t.co/PeF12D2IqJ","","",""
"1528","It is outrageous that Poisonous Synthetic Heroin Fentanyl comes pouring into the U.S. Postal System from China. We can and must END THIS NOW! The Senate should pass the STOP ACT – and firmly STOP this poison from killing our children and destroying our country. No more delay!","It is outrageous that Poisonous Synthetic Heroin Fentanyl comes pouring into the US Postal System from China We can and must END THIS NOW The Senate should pass the STOP ACT  and firmly STOP this poison from killing our children and destroying our country No more delay","",""
